epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
66,5204.47,1.10022,1.24628,1.02797,0.02946,0.51935,0.36246,0.32342,0.23363,0.93014,0.96423,0.98811,0.01509,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
67,5273.58,1.09555,1.24308,1.03368,0.03078,0.40028,0.37151,0.3143,0.2272,0.93065,0.96644,0.9875,0.01468,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044
68,5343.25,1.07151,1.20931,1.03545,0.02762,0.40312,0.39418,0.31821,0.22706,0.92711,0.9578,0.98491,0.0145,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782
69,5411.66,1.10091,1.24715,1.02973,0.03009,0.51556,0.35792,0.32321,0.23051,0.91875,0.94947,0.98357,0.01445,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502
70,5481.12,1.10967,1.27019,1.03658,0.03092,0.54983,0.33785,0.33645,0.23944,0.9357,0.96586,0.98721,0.0146,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205
71,5550.76,1.10398,1.2571,1.03151,0.0299,0.43275,0.37571,0.32615,0.23601,0.92614,0.95899,0.98496,0.01458,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
72,5619.75,1.08368,1.23772,1.03445,0.02848,0.44097,0.36258,0.32676,0.23351,0.93889,0.96814,0.99112,0.015,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556
73,5689.23,1.07987,1.22865,1.02891,0.02891,0.68201,0.31958,0.32624,0.23356,0.93131,0.95809,0.98469,0.01468,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206
74,5759.46,1.08391,1.22408,1.03091,0.02822,0.41536,0.38607,0.33065,0.24023,0.92727,0.95888,0.98824,0.01538,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837
75,5828.12,1.07881,1.23112,1.02108,0.02904,0.41954,0.37318,0.32018,0.23009,0.93976,0.96552,0.99117,0.01502,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452
76,5896.71,1.07398,1.22507,1.02878,0.02873,0.45258,0.39704,0.33752,0.24556,0.92166,0.94327,0.98435,0.01444,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
77,5967.26,1.08061,1.24505,1.03444,0.02944,0.42703,0.37085,0.32008,0.22992,0.93496,0.95981,0.98806,0.01459,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628
78,6036.76,1.08421,1.24445,1.02907,0.02947,0.44361,0.35858,0.32021,0.23378,0.92666,0.95052,0.98555,0.01487,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189
79,6104.81,1.06351,1.21133,1.0175,0.02825,0.43843,0.37948,0.32667,0.23809,0.9182,0.94056,0.98291,0.01452,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734
80,6173.98,1.0726,1.2203,1.01799,0.02845,0.54918,0.36826,0.33563,0.24059,0.93551,0.94284,0.98786,0.0144,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262
81,6242.81,1.08834,1.24392,1.02414,0.02922,0.43485,0.38553,0.33338,0.24082,0.91307,0.94246,0.98039,0.01439,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
82,6313.15,1.07529,1.22209,1.02711,0.0285,0.43464,0.40361,0.33631,0.23976,0.91879,0.94457,0.98368,0.01423,0.0281179,0.00937265,0.0281179,0.00937265,0.0281179,0.00937265,0.0281179,0.00937265
83,6382.31,1.06977,1.22859,1.02231,0.02926,0.45203,0.38706,0.34476,0.24763,0.90993,0.94171,0.98377,0.01509,0.0280722,0.00935741,0.0280722,0.00935741,0.0280722,0.00935741,0.0280722,0.00935741
84,6451.41,1.06958,1.19905,1.01279,0.02902,0.46067,0.3827,0.34122,0.24651,0.91456,0.9373,0.9801,0.01406,0.028026,0.009342,0.028026,0.009342,0.028026,0.009342,0.028026,0.009342
85,6520.89,1.07289,1.21455,1.018,0.02852,0.41833,0.39024,0.33466,0.24014,0.92629,0.95198,0.98755,0.01438,0.0279793,0.00932642,0.0279793,0.00932642,0.0279793,0.00932642,0.0279793,0.00932642
86,6578.97,1.06554,1.20408,1.01612,0.02736,0.4523,0.3843,0.3462,0.25157,0.91096,0.93072,0.9793,0.0146,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
87,6613.41,1.08166,1.23462,1.01498,0.02917,0.49092,0.38448,0.34639,0.24914,0.91394,0.93655,0.97941,0.01403,0.0278843,0.00929476,0.0278843,0.00929476,0.0278843,0.00929476,0.0278843,0.00929476
88,6677.31,1.05852,1.18766,1.01712,0.02704,0.46388,0.38165,0.33122,0.24042,0.91907,0.9403,0.98281,0.01511,0.027836,0.00927867,0.027836,0.00927867,0.027836,0.00927867,0.027836,0.00927867
89,6746.17,1.06717,1.21844,1.01517,0.02798,0.44969,0.39142,0.34773,0.25146,0.91216,0.93329,0.98093,0.01453,0.0277873,0.00926242,0.0277873,0.00926242,0.0277873,0.00926242,0.0277873,0.00926242
90,6816.06,1.0685,1.23231,1.02155,0.02841,0.54726,0.38847,0.34443,0.24901,0.91288,0.92762,0.98122,0.01397,0.027738,0.00924601,0.027738,0.00924601,0.027738,0.00924601,0.027738,0.00924601
91,6879.37,1.0663,1.2105,1.01983,0.02782,0.44595,0.39098,0.34587,0.252,0.90673,0.92733,0.97675,0.01423,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
92,6947.9,1.0666,1.21835,1.01456,0.02813,0.45174,0.38552,0.3443,0.25274,0.90533,0.92438,0.97672,0.01402,0.027638,0.00921268,0.027638,0.00921268,0.027638,0.00921268,0.027638,0.00921268
93,7016.89,1.06685,1.22302,1.00973,0.02867,0.44339,0.3975,0.35058,0.25474,0.91569,0.92794,0.98197,0.014,0.0275873,0.00919576,0.0275873,0.00919576,0.0275873,0.00919576,0.0275873,0.00919576
